"concept_id","current_domain_id","current_module_id","current_label_zh","current_semantic_kind","current_primary_parent_relation_id","current_depth","current_root_status","lexical_family","definition_family","decision","target_domain_id","target_module_id","proposed_label_zh","proposed_semantic_kind","proposed_primary_parent_relation_id","proposed_backbone_relation_id","convert_to_field_of","convert_to_allowed_value_of","merge_into_id","split_into_ids","required_relation_changes","owner_rationale","source_ids","positive_example_id","boundary_example_id","domain_reviewer","ontology_reviewer","language_reviewer","review_status"
"HumanOperator","runtime-plane","runtime-actors","人类操作员","entity","HumanOperator-is_a-HumanActor","2","","人类操作员","entity","keep","runtime-plane","runtime-actors","人类操作员","entity","HumanOperator-is_a-HumanActor","HumanOperator-is_a-HumanActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","HumanOperator-example-positive-001","HumanOperator-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"Model","runtime-plane","runtime-actors","运行模型","entity","","0","unreviewed-v2-root","运行模型","entity","keep","runtime-plane","runtime-actors","运行模型","entity","","ModelActor-uses-Model","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langchain-agents|eng-fw-openai-python-docs","Model-example-positive-001","Model-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ModelActor","runtime-plane","runtime-actors","模型参与者","entity","ModelActor-is_a-SoftwareActor","2","","模型参与者","entity","keep","runtime-plane","runtime-actors","模型参与者","entity","ModelActor-is_a-SoftwareActor","ModelActor-is_a-SoftwareActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langchain-agents|eng-fw-openai-python-docs","ModelActor-example-positive-001","ModelActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"RemoteAgentReference","runtime-plane","runtime-actors","远程智能体引用","information","","0","unreviewed-v2-root","远程智能体引用","information","keep","runtime-plane","runtime-actors","远程智能体引用","information","","RemoteAgentReference-refers_to-AgentActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-proto-a2a-docs|eng-proto-fipa-agent-management","RemoteAgentReference-example-positive-001","RemoteAgentReference-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"RerankerModel","runtime-plane","runtime-actors","重排序模型","entity","RerankerModel-is_a-Model","1","","重排序模型","entity","keep","runtime-plane","runtime-actors","重排序模型","entity","RerankerModel-is_a-Model","RerankerModel-is_a-Model","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langchain-agents|lit-mech-compass","RerankerModel-example-positive-001","RerankerModel-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ReviewerActor","runtime-plane","runtime-actors","审核者参与者","entity","ReviewerActor-is_a-HumanActor","2","","审核者参与者","entity","keep","runtime-plane","runtime-actors","审核者参与者","entity","ReviewerActor-is_a-HumanActor","ReviewerActor-is_a-HumanActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","ReviewerActor-example-positive-001","ReviewerActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"SoftwareActor","runtime-plane","runtime-actors","软件参与主体","entity","SoftwareActor-is_a-Actor","1","","软参与主体","entity","keep","runtime-plane","runtime-actors","软件参与主体","entity","SoftwareActor-is_a-Actor","SoftwareActor-is_a-Actor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-a2a-docs","SoftwareActor-example-positive-001","SoftwareActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"SystemServiceActor","runtime-plane","runtime-actors","系统服务参与者","entity","SystemServiceActor-is_a-SoftwareActor","2","","系统服务参与者","entity","keep","runtime-plane","runtime-actors","系统服务参与者","entity","SystemServiceActor-is_a-SoftwareActor","SystemServiceActor-is_a-SoftwareActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","SystemServiceActor-example-positive-001","SystemServiceActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolServiceActor","runtime-plane","runtime-actors","工具服务参与者","entity","ToolServiceActor-is_a-SoftwareActor","2","","工具服务参与者","entity","keep","runtime-plane","runtime-actors","工具服务参与者","entity","ToolServiceActor-is_a-SoftwareActor","ToolServiceActor-is_a-SoftwareActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","ToolServiceActor-example-positive-001","ToolServiceActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"UserActor","runtime-plane","runtime-actors","用户参与者","entity","UserActor-is_a-HumanActor","2","","用户参与者","entity","keep","runtime-plane","runtime-actors","用户参与者","entity","UserActor-is_a-HumanActor","UserActor-is_a-HumanActor","","","","","reviewed without relation replacement","运行参与者与绑定按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-ont-foaf","UserActor-example-positive-001","UserActor-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"Artifact","runtime-plane","runtime-artifacts","运行产物","information","","0","unreviewed-v2-root","运行产物","information","keep","runtime-plane","runtime-artifacts","运行产物","information","","","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","Artifact-example-positive-001","Artifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ExportArtifact","runtime-plane","runtime-artifacts","导出产物","information","ExportArtifact-is_a-Artifact","1","","导出产物","information","keep","runtime-plane","runtime-artifacts","导出产物","information","ExportArtifact-is_a-Artifact","ExportArtifact-is_a-Artifact","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","ExportArtifact-example-positive-001","ExportArtifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"GraphArtifact","runtime-plane","runtime-artifacts","图谱产物","information","GraphArtifact-is_a-Artifact","1","","图谱产物","information","keep","runtime-plane","runtime-artifacts","图谱产物","information","GraphArtifact-is_a-Artifact","GraphArtifact-is_a-Artifact","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","GraphArtifact-example-positive-001","GraphArtifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"PatchArtifact","runtime-plane","runtime-artifacts","补丁产物","information","PatchArtifact-is_a-Artifact","1","","补丁产物","information","keep","runtime-plane","runtime-artifacts","补丁产物","information","PatchArtifact-is_a-Artifact","PatchArtifact-is_a-Artifact","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","PatchArtifact-example-positive-001","PatchArtifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ReportArtifact","runtime-plane","runtime-artifacts","报告产物","information","ReportArtifact-is_a-Artifact","1","","报告产物","information","keep","runtime-plane","runtime-artifacts","报告产物","information","ReportArtifact-is_a-Artifact","ReportArtifact-is_a-Artifact","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","ReportArtifact-example-positive-001","ReportArtifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"SchemaArtifact","runtime-plane","runtime-artifacts","模式产物","information","SchemaArtifact-is_a-Artifact","1","","模式产物","information","keep","runtime-plane","runtime-artifacts","模式产物","information","SchemaArtifact-is_a-Artifact","SchemaArtifact-is_a-Artifact","","","","","reviewed without relation replacement","运行产物按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","SchemaArtifact-example-positive-001","SchemaArtifact-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"Execution","","","","","","","","执行","activity","add","runtime-plane","runtime-execution-attempts","执行","activity","","","","","","","new reviewed concept; no v2 record to migrate","执行尝试与结果按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","Execution-example-positive-001","Execution-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"RetryActivity","","","","","","","","重试","activity","add","runtime-plane","runtime-execution-attempts","重试活动","activity","","","","","","","new reviewed concept; no v2 record to migrate","执行尝试与结果按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-langgraph-docs|eng-fw-openai-python-docs","RetryActivity-example-positive-001","RetryActivity-example-boundary-001","moonweave-runtime-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
