concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
RetryableError,feedback-plane,feedback-warning-error,resource_type,keep_reparent,state,RetryableError-is_a-FailureMode,,feedback-plane,feedback-warning-error,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetryableError-is_a-FailureMode""]",RetryableError 描述允许受限重试的失败方式，是一种 FailureMode；具体重试仍是新的 Attempt。 / RetryableError is a FailureMode allowing bounded retry; the concrete retry remains a new Attempt.,codex-tool-feedback-ontology-reviewer,accepted
RetryPolicy,orchestration-plane,orchestration-routing-control,policy_type,keep_reparent,specification,RetryPolicy-is_a-RoutingSpecification,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetryPolicy-is_a-RoutingSpecification""]","重试策略是一种规定何时创建新尝试、退避、升级和停止的路由规约。 / RetryPolicy is a RoutingSpecification defining when to create a new attempt, back off, escalate, or stop.",codex-runtime-orchestration-ontology-reviewer,accepted
Review,feedback-plane,feedback-review-optimization,event_type,keep_root,information,,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"Review 是 ReviewActivity 产生的有身份评审记录，与评审活动和具体 finding 分开。 / Review is an identified record produced by ReviewActivity, distinct from the activity and its individual findings.",codex-tool-feedback-ontology-reviewer,accepted
ReviewAssignment,orchestration-plane,orchestration-evaluation,event_type,keep_root,specification,,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],审核分派规定谁审核什么对象、采用何判据和截止时间，是触发审核事件的工作规约。 / ReviewAssignment specifies who reviews which target under what criteria and deadline; it is the work specification that initiates review.,codex-runtime-orchestration-ontology-reviewer,accepted
ReviewerActor,runtime-plane,runtime-actors,actor_type,keep_reparent,entity,ReviewerActor-is_a-HumanActor,,runtime-plane,runtime-actors,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ReviewerActor-is_a-HumanActor""]","审核者参与者是以检查产物、证据和敏感决策并记录结论为职责的人类主体。 / A ReviewerActor is a HumanActor distinguished by inspecting artifacts, evidence, and sensitive decisions and recording findings.",codex-runtime-orchestration-ontology-reviewer,accepted
ReviewEvent,orchestration-plane,orchestration-evaluation,event_type,keep_root,event,,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],审核事件是请求或执行一次具体审核的可观察发生项；通用 Review 概念仍由 Feedback 域拥有。 / ReviewEvent is an observable occurrence requesting or performing one concrete review; the generic Review concept remains owned by the Feedback domain.,codex-runtime-orchestration-ontology-reviewer,accepted
ReviewFinding,feedback-plane,feedback-review-optimization,resource_type,keep_root,information,,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],评审发现是 Review 所包含的具体问题或结论，不是一种 Review，故不用伪继承。 / A review finding is a concrete issue or conclusion contained by a Review and is not itself a kind of Review.,codex-tool-feedback-ontology-reviewer,accepted
RevisionPlan,orchestration-plane,orchestration-evaluation,resource_type,keep_reparent,specification,RevisionPlan-is_a-RevisionArtifact,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RevisionPlan-is_a-RevisionArtifact""]","修订计划是一种说明修改对象、前序尝试、触发反馈与判据的修订产物规约。 / A RevisionPlan is a RevisionArtifact specification naming the change target, prior attempt, triggering feedback, and criterion.",codex-runtime-orchestration-ontology-reviewer,accepted
RiskSignal,feedback-plane,feedback-warning-error,event_type,keep_reparent,information,RiskSignal-is_a-DiagnosticSignal,,feedback-plane,feedback-warning-error,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RiskSignal-is_a-DiagnosticSignal""]",风险信号是表达潜在安全或策略敏感性的 DiagnosticSignal，不声称已发生失败。 / A risk signal is a DiagnosticSignal expressing potential safety or policy sensitivity without claiming a failure occurred.,codex-tool-feedback-ontology-reviewer,accepted
RiskSink,safety-plane,safety-injection-defense,resource_type,keep_reparent,role,RiskSink-is_a-RiskFlowRole,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RiskSink-is_a-RiskFlowRole""]","风险汇是受保护目的对象在 source-sink 分析中承担的角色，而非固定实体类型。 / RiskSink is the role a protected destination bears in source-to-sink analysis, not a fixed entity type.",codex-safety-adapter-ontology-reviewer,accepted
RiskSource,safety-plane,safety-injection-defense,resource_type,keep_reparent,role,RiskSource-is_a-RiskFlowRole,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RiskSource-is_a-RiskFlowRole""]","风险源是外部消息、工具输出或记忆项在具体流中承担的来源角色。 / RiskSource is the source role borne by an external message, tool output, or memory item in a particular flow.",codex-safety-adapter-ontology-reviewer,accepted
RobustnessMetric,feedback-plane,feedback-metrics-evaluation,resource_type,keep_reparent,specification,RobustnessMetric-is_a-Metric,,feedback-plane,feedback-metrics-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RobustnessMetric-is_a-Metric""]",稳健性指标是将可测属性限定为扰动和失败下稳定性的一种 Metric。 / A robustness metric is a Metric specialized for stability under perturbation and failure.,codex-tool-feedback-ontology-reviewer,accepted
RollbackAction,feedback-plane,feedback-review-optimization,action_type,keep_reparent,activity,RollbackAction-is_a-CorrectionActivity,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RollbackAction-is_a-CorrectionActivity""]",回滚动作是通过逆转或补偿先前变化进行纠正的一种 CorrectionActivity。 / A rollback action is a CorrectionActivity that corrects by reversing or compensating a prior change.,codex-tool-feedback-ontology-reviewer,accepted
Route,orchestration-plane,orchestration-routing-control,relation_type,retype,specification,Route-is_a-RoutingSpecification,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Route-is_a-RoutingSpecification""]",路线是声明控制流从当前点到类型化目标的路由规约；实际选择发生在 RoutingDecision。 / Route is a RoutingSpecification declaring control flow to a typed target; the actual selection occurs in RoutingDecision.,codex-runtime-orchestration-ontology-reviewer,accepted
RoutingDecision,orchestration-plane,orchestration-routing-control,event_type,keep_root,event,,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],路由决策是应用策略并选定目标的可观察决策事件；事件不是 RoutingPolicy 或“决策过程”伪锚点的子类。 / RoutingDecision is an observable decision event applying policy and selecting a target; it is neither a RoutingPolicy nor forced under a decision-process pseudo-parent.,codex-runtime-orchestration-ontology-reviewer,accepted
RoutingPolicy,orchestration-plane,orchestration-routing-control,policy_type,keep_reparent,specification,RoutingPolicy-is_a-RoutingSpecification,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RoutingPolicy-is_a-RoutingSpecification""]","路由策略是一种根据状态、证据和约束规定可选路径的路由规约。 / RoutingPolicy is a RoutingSpecification defining eligible paths from state, evidence, and constraints.",codex-runtime-orchestration-ontology-reviewer,accepted
RoutingTarget,orchestration-plane,orchestration-routing-control,object_type,keep_root,information,,,orchestration-plane,orchestration-routing-control,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"路由目标是指向工作者、工具、分支、协议或停止路径的类型化端点信息，不是一种 Route。 / RoutingTarget is typed endpoint information for a worker, tool, branch, protocol, or stop path; it is not a subtype of Route.",codex-runtime-orchestration-ontology-reviewer,accepted
Rubric,feedback-plane,feedback-metrics-evaluation,resource_type,keep_reparent,specification,Rubric-is_a-EvaluationSpecification,,feedback-plane,feedback-metrics-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Rubric-is_a-EvaluationSpecification""]","Rubric 是组合准则、权重、阈值和解释规则的一种 EvaluationSpecification。 / A rubric is an EvaluationSpecification combining criteria, weights, thresholds, and interpretation rules.",codex-tool-feedback-ontology-reviewer,accepted
