entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
tool_side_effect_requires_commit_gate,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent"",""lit-agent-toolsafe""]","[""eng-fw-openai-python-docs"",""eng-fw-openai-tools"",""eng-proto-mcp-spec"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
top_k_selection_selects_retrieved_chunk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
truncated_by_window,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
vector_index_contains_embedding,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_logging_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_logging_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_metrics_evaluation_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_metrics_evaluation_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_review_optimization_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_review_optimization_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_warning_error_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_warning_error_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_chunking_situating_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_chunking_situating_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_context_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_context_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_embedding_indexes_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_embedding_indexes_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_ingestion_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_ingestion_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_retrieval_ranking_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_retrieval_ranking_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_actors_delegation_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_actors_delegation_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_evaluation_has_evidence_strength,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_evaluation_has_state,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
